cnaes,uvis,Cnae
marcas,uvis,Marca
mensagens,uvis,Mensagem
modelos,uvis,Modelo
objetos,uvis,Objeto
ordem_servicos,uvis,OrdemServico
passos,uvis,Passo
perguntas,uvis,Pergunta
setores,uvis,Setor
suporte_informatica,uvis,SuporteInformatica
tabela_uvis,uvis,TabelaUvis
tarefas,uvis,Tarefa
tipos_objetos,uvis,TipoObjeto
tipos_passos,uvis,TipoPasso
usuarios,uvis,Usuario
